# MSD for model_a_600K from trajectories/model_a_ramp_600K.lammpstrj
# unwrapped=True; n_li=4; dt_fs=0.25; frame_steps=100; frame_dt_ps=0.025000
# columns: lag time (ps), 3D MSD, x-y MSD, z MSD (all A^2), time origins averaged, Li atoms averaged
time_ps,msd_3d_A2,msd_xy_A2,msd_z_A2,n_origins,n_li
4.050000,872.851762,872.193015,0.658746,239,4
4.075000,883.090240,882.423313,0.666927,238,4
4.100000,893.396373,892.713392,0.682981,237,4
4.125000,903.753472,903.052835,0.700637,236,4
4.150000,914.147417,913.437232,0.710185,235,4
4.175000,924.575045,923.869126,0.705919,234,4
4.200000,935.049911,934.362369,0.687542,233,4
4.225000,945.583627,944.919555,0.664071,232,4
4.250000,956.189480,955.543578,0.645902,231,4
4.275000,966.871245,966.229836,0.641409,230,4
4.300000,977.629889,976.977122,0.652767,229,4
4.325000,988.469828,987.795457,0.674371,228,4
4.350000,999.377529,998.683270,0.694258,227,4
4.375000,1010.349457,1009.646805,0.702652,226,4
4.400000,1021.387638,1020.691345,0.696293,225,4
4.425000,1032.491827,1031.815346,0.676482,224,4
4.450000,1043.672091,1043.019235,0.652857,223,4
4.475000,1054.931507,1054.296877,0.634630,222,4
4.500000,1066.269851,1065.641236,0.628615,221,4
4.525000,1077.687035,1077.050670,0.636364,220,4
4.550000,1089.194341,1088.540404,0.653937,219,4
4.575000,1100.784002,1100.111745,0.672257,218,4
4.600000,1112.444094,1111.764101,0.679993,217,4
4.625000,1124.164281,1123.491899,0.672382,216,4
4.650000,1135.935637,1135.285541,0.650096,215,4
4.675000,1147.758126,1147.137396,0.620730,214,4
4.700000,1159.648796,1159.054359,0.594437,213,4
4.725000,1171.617153,1171.037240,0.579913,212,4
4.750000,1183.665974,1183.085831,0.580143,211,4
4.775000,1195.803347,1195.214506,0.588841,210,4
4.800000,1208.017124,1207.417287,0.599837,209,4
4.825000,1220.289847,1219.689079,0.600768,208,4
4.850000,1232.617103,1232.029778,0.587324,207,4
4.875000,1245.010546,1244.450371,0.560175,206,4
4.900000,1257.486517,1256.958876,0.527641,205,4
4.925000,1270.053616,1269.553322,0.500294,204,4
4.950000,1282.726392,1282.240685,0.485707,203,4
4.975000,1295.504846,1295.016571,0.488276,202,4
5.000000,1308.378754,1307.876561,0.502193,201,4
5.025000,1321.329527,1320.811337,0.518190,200,4
5.050000,1334.340014,1333.814216,0.525798,199,4
5.075000,1347.409782,1346.890300,0.519481,198,4
5.100000,1360.552623,1360.054586,0.498036,197,4
5.125000,1373.777473,1373.309089,0.468384,196,4
5.150000,1387.097908,1386.659858,0.438051,195,4
5.175000,1400.522057,1400.106672,0.415385,194,4
5.200000,1414.052933,1413.646390,0.406542,193,4
5.225000,1427.690549,1427.280359,0.410190,192,4
5.250000,1441.423056,1441.003476,0.419579,191,4
5.275000,1455.242050,1454.821849,0.420201,190,4
5.300000,1469.139651,1468.731389,0.408262,189,4
5.325000,1483.113785,1482.732360,0.381425,188,4
5.350000,1497.166933,1496.820008,0.346924,187,4
5.375000,1511.311138,1510.995789,0.315349,186,4
5.400000,1525.559213,1525.262197,0.297016,185,4
5.425000,1539.912815,1539.614646,0.298169,184,4
5.450000,1554.371053,1554.055118,0.315935,183,4
5.475000,1568.925897,1568.585274,0.340623,182,4
5.500000,1583.581051,1583.225058,0.355994,181,4
5.525000,1598.318915,1597.968692,0.350223,180,4
5.550000,1613.127953,1612.807090,0.320863,179,4
5.575000,1628.014149,1627.737215,0.276933,178,4
5.600000,1642.999917,1642.763942,0.235975,177,4
5.625000,1658.114304,1657.899128,0.215176,176,4
5.650000,1673.367208,1673.142983,0.224225,175,4
5.675000,1688.745176,1688.489420,0.255756,174,4
5.700000,1704.221013,1703.926773,0.294239,173,4
5.725000,1719.773195,1719.453138,0.320057,172,4
5.750000,1735.400021,1735.081829,0.318191,171,4
5.775000,1751.113493,1750.825196,0.288297,170,4
5.800000,1766.926843,1766.685480,0.241364,169,4
5.825000,1782.849173,1782.653835,0.195338,168,4
5.850000,1798.888727,1798.719495,0.169233,167,4
5.875000,1815.059784,1814.883984,0.175800,166,4
5.900000,1831.345547,1831.137049,0.208498,165,4
5.925000,1847.709548,1847.460237,0.249310,164,4
5.950000,1864.132735,1863.857636,0.275098,163,4
5.975000,1880.611359,1880.338500,0.272859,162,4
6.000000,1897.154198,1896.909575,0.244624,161,4
6.025000,1913.761969,1913.559398,0.202570,160,4
6.050000,1930.449262,1930.283889,0.165372,159,4
6.075000,1947.240054,1947.089578,0.150476,158,4
6.100000,1964.149441,1963.986687,0.162753,157,4
6.125000,1981.182425,1980.988705,0.193720,156,4
6.150000,1998.322550,1998.095298,0.227252,155,4
6.175000,2015.540145,2015.292756,0.247389,154,4
6.200000,2032.815826,2032.571030,0.244796,153,4
6.225000,2050.131092,2049.908732,0.222360,152,4
6.250000,2067.507249,2067.314722,0.192527,151,4
6.275000,2084.968657,2084.798759,0.169898,150,4
6.300000,2102.523957,2102.359785,0.164172,149,4
6.325000,2120.166052,2119.989169,0.176883,148,4
6.350000,2137.885789,2137.686083,0.199706,147,4
6.375000,2155.662573,2155.443358,0.219215,146,4
6.400000,2173.494026,2173.269581,0.224445,145,4
6.425000,2191.394181,2191.180596,0.213585,144,4
6.450000,2209.363081,2209.169279,0.193802,143,4
6.475000,2227.418606,2227.244976,0.173630,142,4
6.500000,2245.589132,2245.427598,0.161534,141,4
6.525000,2263.889566,2263.726797,0.162769,140,4
6.550000,2282.305282,2282.128822,0.176460,139,4
6.575000,2300.829263,2300.634704,0.194559,138,4
6.600000,2319.453874,2319.246709,0.207165,137,4
6.625000,2338.164531,2337.956664,0.207866,136,4
6.650000,2356.942851,2356.747392,0.195459,135,4
6.675000,2375.785087,2375.610347,0.174741,134,4
6.700000,2394.717934,2394.561719,0.156215,133,4
6.725000,2413.731702,2413.582648,0.149054,132,4
6.750000,2432.837908,2432.682394,0.155514,131,4
6.775000,2452.041018,2451.868907,0.172111,130,4
6.800000,2471.315254,2471.126241,0.189013,129,4
6.825000,2490.631243,2490.434550,0.196693,128,4
6.850000,2509.985972,2509.795390,0.190583,127,4
6.875000,2529.373004,2529.199729,0.173274,126,4
6.900000,2548.787547,2548.634365,0.153182,125,4
6.925000,2568.260627,2568.121545,0.139083,124,4
6.950000,2587.830467,2587.693032,0.137434,123,4
6.975000,2607.510485,2607.361717,0.148768,122,4
7.000000,2627.273330,2627.105676,0.167654,121,4
7.025000,2647.094962,2646.909327,0.185635,120,4
7.050000,2666.955697,2666.760920,0.194777,119,4
7.075000,2686.891157,2686.701143,0.190014,118,4
